id,author_sort,title,isbn,identifiers,series,series_index,uuid
"138","Larsson, Stieg","The Girl With the Dragon Tattoo","9780307269751","barnesnoble:w/girl-with-the-dragon-tattoo-stieg-larsson/1100040490,goodreads:2429135,google:4i8gmQEACAAJ,isbn:9780307269751,amazon:0307949486","Millennium","1.0","87fdac40-7ace-4a96-9ba3-bd3ac7340834"
"139","Tolkien, J. R. R.","The Lord of the Rings","9780618640157","amazon:B007978OY6,isbn:9780618640157","","1.0","a19f3e3d-cc60-48f6-b7d1-aee5dd5eb6e4"
"140","Tolkien, J. R. R.","The Hobbit","9780048231260","isbn:9780048231260","Lord of the Rings","0.0","3c37bd0f-9ccb-4e55-9ba3-83a6212f61bd"
"141","Tolkien, J. R. R.","The Silmarillion","9780547951980","amazon:0345325818,google:4OfWWfRDAXcC,isbn:9780547951980","Lord of the Rings","0.5","0ddfdb7e-9be7-49f1-9a20-8561b571b3c9"
"142","Weir, Andy","The Martian","9780804139021","mobi-asin:b5286102-5851-48ec-a6f1-026fbd64f746,isbn:9780804139021,google:2q8gnQEACAAJ,goodreads:18007564,barnesnoble:w/the-martian-andy-weir/1114993828,amazon:0804139024","The Martian","1.0","40cf739b-a90d-438c-a463-792ef02ff550"
"143","Guin, Ursula K. Le","The Left Hand of Darkness","9780708880814","isbn:9780708880814,amazon:0441007317,google:Nk7AQgAACAAJ","Ekumen","4.0","d863e609-bc08-4b05-bf8a-3be28922d6ef"
"147","Potts, Rolf","Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel","9780812992182","mobi-asin:edf686af-1e3d-40f7-87c0-47fbe536d88a,google:JQ0RAQAAIAAJ,amazon:0812992180,isbn:9780812992182","","1.0","401258e5-321c-4aaf-8392-2b4c939d1f8b"
"148","Mann, Thomas","The Magic Mountain","9781400044214","amazon:0679772871,isbn:9781400044214,google:cuMEllGGLdgC","","1.0","91340319-399a-4bf7-a10c-86354f6c8d70"
"153","O'Brian, Patrick","The Surgeon's Mate","9780393037074","amazon:B006CQQOGK,barnesnoble:w/surgeons-mate-patrick-obrian/1100871643,goodreads:1030100,google:IqQINfZ3sM4C,isbn:9780393037074","Aubrey & Maturin","7.0","a2ab66d5-db17-4a4e-9f86-5c4a8d06fc6e"
"162","O'Brian, Patrick","Desolation Island","9780007255870","goodreads:2047152,isbn:9780007255870,google:mNkK8xlFNfYC,amazon:039330812X,barnesnoble:w/desolation-island-patrick-obrian/1100871641","Aubrey & Maturin","5.0","b979dd56-bae2-49d5-bf75-3fbefe671154"
"163","O'Brian, Patrick","The Fortune of War","9780393037067","isbn:9780393037067,barnesnoble:w/fortune-of-war-patrick-obrian/1100871642,google:9uHOWYahFWUC,goodreads:560656,amazon:B006C3QMH4","Aubrey & Maturin","6.0","7cc63b11-db9f-4fff-9638-6a3c150d860d"
"166","Stark, Freya","Alexander's Path","0099847000","isbn:0099847000,amazon:0879513403,google:wQc9xxwg8EwC","","1.0","7923b7bc-a7bf-48db-8a0c-0b670a240bf0"
"168","Rich, Ben R. & Janos, Leo","Skunk Works: A Personal Memoir of My Years of Lockheed","9780316246934","amazon:B00A2DIW3C,google:oL4bHPIt7XIC,isbn:9780316246934","","1.0","88034600-4372-45d9-ab14-2bd353ccbc29"
"169","Thesiger, Wilfred & Stewart, Rory","Arabian Sands","9780141442075","isbn:9780141442075,amazon:0141442077,google:2yRaU6w6x2kC,goodreads:294335,barnesnoble:w/arabian-sands-wilfred-thesiger/1100624740","","1.0","18a42fca-6373-4877-9383-f624e5414959"
"175","Chayes, Sarah","The Punishment of Virtue: Inside Afghanistan After the Taliban","9781101201640","barnesnoble:w/punishment-of-virtue-sarah-chayes/1100624965,goodreads:1333921,google:BkUeKhAQZOMC,amazon:0143112066,isbn:9781101201640","","1.0","d22709fd-b037-4289-88f2-a4ab75ab2af2"
"176","Pratchett, Terry","The Colour of Magic","9780552157278","goodreads:2332957,barnesnoble:w/color-of-magic-terry-pratchett/1100615947,isbn:9780552157278,google:nOQwRwYZ2tsC,mobi-asin:38b1146d-c1a9-4555-806e-7f20ac47d478","Discworld","1.0","240b2659-9c9f-4001-832e-c27f9339495e"
"178","Lucas, Michael W","Sudo Mastery: User Access Control for Real People","","amazon:B00GA2W47O","","1.0","b9fb3826-6a7a-4c13-a5bc-7e3fb164e50e"
"181","Hemingway, Ernest","Green Hills of Africa","9780099460954","barnesnoble:w/green-hills-of-africa-ernest-hemingway/1100300816,isbn:9780099460954,goodreads:10776","","1.0","5441e399-acd1-4ad0-b82d-73e946b465a4"
"182","Greene, Graham","Journey Without Maps","9781504053983","google:DbtaDwAAQBAJ,barnesnoble:w/journey-without-maps-graham-greene/1101075248,amazon:0143039725,isbn:9781504053983,goodreads:3695","","1.0","d14bb836-fbd4-4f30-8989-d87909ba33ea"
"183","Stirling, S. M.","Dies the Fire","9780451460417","isbn:9780451460417,amazon:B0023EF9IY","Emberverse","1.0","1f899326-798e-4d92-92ea-4aeb34898c8b"
"184","Stirling, S. M.","The Lord of Mountains","","sonybookid:CBUSCEPGI033ZK0B,urn:URN|ISBN|978-1-1016-0509-7","Emberverse","9.0","1016b831-4189-4387-8684-11fcab2c82fb"
"185","Stirling, S. M.","The Tears of the Sun","","","Emberverse","8.0","30e90bb7-a694-4d04-9280-e3f3f1366ec9"
"186","Stirling, S. M.","A Meeting at Corvallis","","","Emberverse","3.0","879006dc-eab0-44d8-bd53-d100eefa8f27"
"187","Stirling, S. M.","The High King of Montival","9780451463524","google:OimTNQEACAAJ,amazon:045146401X,isbn:9780451463524","Emberverse","7.0","eea0688e-975c-4118-afb2-ea501fa9e546"
"188","Stirling, S. M.","The Protector's War","9780451460776","isbn:9780451460776","Emberverse","2.0","c7c5df41-cde1-424b-8ec4-f07b8eeaf296"
"189","Stirling, S. M.","The Sword of the Lady","9780451463081","google:q3KQNQEACAAJ,isbn:9780451463081","Emberverse","6.0","a6148d57-993f-4734-8829-dae72af9cd7f"
"190","Stirling, S. M.","The Scourge of God","9780451462282","isbn:9780451462282,amazon:0451462661","Emberverse","5.0","3915f1f5-7e28-4bbc-8bc2-e1fac4bc5920"
"191","Stirling, S. M.","The Sunrise Lands","9780451461704","isbn:9780451461704,google:loUrAAAAYAAJ,amazon:0451462254","Emberverse","4.0","cc6f54f7-c6f7-437d-90d7-96bf9cf3b1e8"
"195","Singer, P. W. & Cole, August","Ghost Fleet: A Novel of the Next World War","9780544142848","amazon:0544142845,mobi-asin:B00LZ7GOI4,isbn:9780544142848","","1.0","4ff46a95-11ca-465a-8fe8-56c14486cec8"
"196","Hemingway, Ernest","A Moveable Feast","9780099595656","isbn:9780099595656,mobi-asin:B014HX3XNG,google:C-tBPgAACAAJ,barnesnoble:w/moveable-feast-ernest-hemingway/1100213865,amazon:0099595656,goodreads:901414","","1.0","03cc5b5b-cebb-4c0b-9b12-fa0193d83819"
"197","Fermor, Patrick Leigh","A Time of Gifts: On Foot to Constantinople: From the Hook of Holland to the Middle Danube (Journey Across Europe Book 1)","9781590175170","mobi-asin:B005EH3DJY,isbn:9781590175170","","1.0","6fe0b362-25d5-4543-b1e0-f3d4d78c2e71"
"202","Cline, Ernest","Ready Player One","9780307887450","google:FY_HWAcm10MC,goodreads:11333587,amazon:B004J4WKUQ,isbn:9780307887450","Ready Player One","1.0","17fbed6b-77e8-4dfb-9293-043ede008c51"
"203","Kerouac, Jack","On the Road","9780140031928","amazon:014312028X,mobi-asin:B002IPZFYQ,goodreads:16077641,isbn:9780140031928,google:OZJmDQAAQBAJ,barnesnoble:w/on-the-road-jack-kerouac/1100315194","American Alpine Journal","93.0","1151f0f6-14ac-45b0-80a8-19d383336e46"
"204","Matthiessen, Peter","The Snow Leopard","9781101663189","amazon:B00JJXV3JG,isbn:9781101663189","","1.0","0d230280-842d-408b-8466-81ee4bd4c81e"
"205","Gottschall, Jonathan","The Professor in the Cage: Why Men Fight and Why We Like to Watch","9781594205637","google:lHXwoAEACAAJ,isbn:9781594205637,amazon:1594205639","","1.0","5328dbca-f194-4097-8ea6-b3f3c9fff55c"
"206","Weatherford, Jack","Genghis Khan and the Making of the Modern World","9781491513705","google:56_DNcoTnSAC,amazon:1491513705,isbn:9781491513705,goodreads:93426","","1.0","86f1fbee-f391-44a3-ae79-91065a4202db"
"208","Thoreau, Henry David & Levin, Jonathan","Walden and Civil Disobedience","9781593082086","google:RbpFzu9G3BsC,isbn:9781593082086,amazon:1494812487","","1.0","adb273a3-3d07-4430-ae4b-83c20761181c"
"209","Fletcher, Colin","The Man Who Walked Through Time: The Story of the First Trip Afoot Through the Grand Canyon","9780679723066","amazon:B00OEXJB5E,barnesnoble:w/the-man-who-walked-through-time-colin-fletcher/1112274006,isbn:9780679723066,goodreads:728348,google:hM7vPAAACAAJ","","1.0","d9b1e05b-00cb-49ff-a995-23e45ad37f70"
"210","Cline, Ernest","Armada: A Novel","9780804137256","isbn:9780804137256,amazon:0804137250,google:LU9HoAEACAAJ","","1.0","b7e39c1e-b4f2-4c36-9bf4-a087257f6d68"
"212","Government, U. S.","A Tradecraft Primer: Structured Analytic Techniques for Improving Intelligence Analysis","9781234065867","isbn:9781234065867,google:a1P-ygAACAAJ,goodreads:13164457","","1.0","c16a3089-57c4-4a2e-acf9-a9a815b49542"
"214","Wendig, Chuck","Zeroes: A Novel","9780062351555","isbn:9780062351555,amazon:0062351559","","1.0","f77b4261-73aa-41b5-a30f-03c2989fb3ea"
"215","Manchette, Jean-Patrick & Brook, James","The Prone Gunman","9780872864023","goodreads:248681,amazon:0872864022,barnesnoble:w/prone-gunman-jean-patrick-manchette/1101158922,google:eLmx1VzjofYC,isbn:9780872864023","City Lights Noir","1.0","ebf4da7b-0fcb-41fd-b110-fb289877c41d"
"216","Waugh, Billy & Keown, Tim","Hunting the Jackal: A Special Forces and CIA Soldier's Fifty Years on the Frontlines of the War Against Terrorism","9780060564100","mobi-asin:B005O077BQ,isbn:9780060564100,barnesnoble:w/hunting-the-jackal-billy-waugh/1125825064,goodreads:355941","","1.0","b4a197e5-bce9-4dba-9f0f-e5bf67cf2f28"
"217","Emerson, Clinton","Escape the Wolf - Preemptive Personal Security Handbook","","mobi-asin:B0099BJENU,goodreads:19022193,amazon:B0099BJENU","","1.0","aae30098-f64c-428b-8a92-eeb567d8cb0f"
"218","Gonzales, Laurence","Deep Survival: Who Lives, Who Dies, and Why","9780393076578","isbn:9780393076578,google:mQLDLn0GQfwC,mobi-asin:B0028Z4LUU","","1.0","fb753682-5f60-4dbb-a9c1-4c07a4bc6797"
"219","Gaiman, Neil & Sterling, Bruce & Beukes, Lauren & Doctorow, Cory & Jewel, Carolyn & Newitz, Annalee & Anders, Charlie Jane & Ashby, Madeline & Bacigalupi, Paolo & Brin, David & Cadigan, Pat & Ford, Paul & Grey, Sl & Gunn, Eileen & Human, Charles & Hurley, Kameron & Kelly, James Patrick & Naam, Ramez & Rajaniemi, Hannu & Rucker, Rudy & Shiner, Lewis & Yu, Charles","Pwning Tomorrow: Stories From the Electronic Frontier","9780996668613","goodreads:28461361,isbn:9780996668613","","1.0","77b50e5a-65ad-46fb-8c7d-6634d5ad4557"
"220","McGregor, Richard","The Party: The Secret World of China's Communist Rulers","9780061708763","isbn:9780061708763,google:cbWiKFRqNd0C","","1.0","1dc2adfe-b348-4bd5-bea8-6280c03cc2de"
"221","Dick, Philip K.","The Man in the High Castle","9780241964262","isbn:9780241964262,google:ndYwZ2bGr3cC","","1.0","e8af8ae6-9f35-4432-9d49-a82775c68d2e"
"222","Robinson, Kim Stanley","Aurora","9780316378741","isbn:9780316378741,google:GoedBAAAQBAJ","","1.0","aa485012-2af4-43ef-8006-607eaa84fce4"
"223","Corey, James S. A.","Leviathan Wakes","9780316129084","google:1VdJlwEACAAJ,isbn:9780316129084","","1.0","446fd6ab-0e44-49a7-9649-50faeef85ef0"
"224","McDonald, Ian","Luna: New Moon","9780765375513","barnesnoble:w/luna-ian-mcdonald/1121112726,goodreads:23848027,mobi-asin:B00VRT927A,google:NihfCgAAQBAJ,amazon:0765375516,isbn:9780765375513","Luna","1.0","1b00b146-ad43-4d74-9c07-30dc84b91a12"
"225","Mitnick, Kevin & Simon, William L. & Wozniak, Steve","Ghost in the Wires: My Adventures as the World's Most Wanted Hacker","9780316134477","barnesnoble:w/ghost-in-the-wires-kevin-mitnick/1100214121,google:p-nRxITKc34C,goodreads:11509438,isbn:9780316134477","","1.0","c4fc1fab-1c5e-43f1-9dc8-c7dc9cf04584"
"226","Seitz, Justin","Black Hat Python: Python Programming for Hackers and Pentesters","9781593276553","google:ZQ0BrgEACAAJ,mobi-asin:B00QL616DW,isbn:9781593276553","","1.0","7f1bd08b-b7b0-4c15-a593-b5833a2c05a4"
"227","Zetter, Kim","Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon","9780770436186","mobi-asin:B00KEPLC08,isbn:9780770436186,google:1l2YAwAAQBAJ","","1.0","fb08ab81-c9e3-47f3-adcd-5d9c7e56773f"
"228","Mitnick, Kevin & Simon, William L. & Wozniak, Steve","The Art of Deception: Controlling the Human Element of Security","9780764542800","amazon:076454280X,google:oyZAnwEACAAJ,barnesnoble:w/art-of-deception-kevin-d-mitnick/1100750976,mobi-asin:B006BBZHAK,isbn:9780764542800,goodreads:18160","","1.0","b19e11c0-294a-42ee-afeb-1491bf3b1043"
"229","Russinovich, Mark & Schmidt, Howard","Zero Day","9780312612467","barnesnoble:w/zero-day-mark-russinovich/1100350862,amazon:031261246X,isbn:9780312612467,goodreads:9763010","","1.0","ae3a8391-0feb-4f3b-9c0c-2f96073da81d"
"230","Krebs, Brian","Spam Nation: The Inside Story of Organized Cybercrime-From Global Epidemic to Your Front Door","9781492603238","google:FGNvoAEACAAJ,isbn:9781492603238","","1.0","e5b8d8f1-6c65-43fa-ab68-330646f846e0"
"231","Bowden, Mark","Killing Pablo: The Hunt for the World's Greatest Outlaw","9780802123787","amazon:0802123783,isbn:9780802123787,goodreads:419083,google:tCi-oQEACAAJ","","1.0","14ca38ec-ab63-4a38-8ec2-5b23cb2697bf"
"232","Willink, Jocko & Babin, Leif","Extreme Ownership: How U.S. Navy SEALs Lead and Win","9781466874961","isbn:9781466874961,mobi-asin:B00VE4Y0Z2","","1.0","3ae9f6ee-c018-478e-8cc0-3382cd585deb"
"233","Vinge, Vernor","True Names","9780312944445","google:CaNdPgAACAAJ,isbn:9780312944445,goodreads:1280983","","1.0","995a3530-9281-4a3a-a496-6f519fcb106c"
"234","McChrystal, Stanley A. & Mcchrystal, Stanley & Fussell, Chris & Collins, Tantum & Silverman, David","Team of Teams: New Rules of Engagement for a Complex World","9781591847489","isbn:9781591847489,google:OY7NoAEACAAJ","","1.0","1f9e3a93-1bb5-4237-b5d5-f452eb41f399"
"235","Maclean, Fitzroy","Eastern Approaches","9780140132717","google:h_EeBgAAQBAJ,isbn:9780140132717,mobi-asin:B00UME8722,barnesnoble:w/eastern-approaches-fitzroy-maclean/1102811592","","1.0","c416c81b-e2c1-4794-a71b-604f47013649"
"236","Campbell, Joseph","The Hero With a Thousand Faces","9781577315933","google:I1uFuXlvFgMC,amazon:B001U09A4Q,isbn:9781577315933,goodreads:4822737,barnesnoble:w/the-hero-with-a-thousand-faces-joseph-campbell/1116648171","","1.0","af1e1f60-2e04-44df-acdc-7004f4fa7010"
"240","Ferriss, Timothy","The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich","9780307465351","google:7ayVcWQJ89YC,isbn:9780307465351","","1.0","44068959-0d32-440b-b54b-84f7bd4e51fd"
"241","Eco, Umberto","Foucault's Pendulum","9780156032971","google:jbpsQD0khY0C,mobi-asin:B003WUYPI8,isbn:9780156032971,barnesnoble:w/foucaults-pendulum-umberto-eco/1100623434,amazon:015603297X","","1.0","4b0e5f11-4f9c-41d5-8078-312a0260ab9a"
"242","Fromm, Pete","Indian Creek Chronicles: A Winter Alone in the Wilderness","9780312422721","google:0AaJzrvyu2cC,goodreads:1532394,amazon:0312422725,mobi-asin:B00MKTO2PI,barnesnoble:w/indian-creek-chronicles-pete-fromm/1112167381,isbn:9780312422721","","1.0","995a0413-e7b9-4a46-8a67-6aeefeabc164"
"243","Stewart, Rory","The Places in Between","9780156035934","isbn:9780156035934,google:Nz_2AwAAQBAJ,mobi-asin:B003IEJZUQ","","1.0","1ce17455-200a-489d-903d-b51bb3656f31"
"244","Trevanian","Shibumi: A Novel","9781400098033","google:CQK24flPB1IC,isbn:9781400098033","","1.0","ef14f6dd-848a-44ba-9a6f-258294ec6ffe"
"246","Taleb, Nassim Nicholas","Antifragile: Things That Gain From Disorder","9780679645276","isbn:9780679645276,google:5fqbz_qGi0AC,mobi-asin:B0083DJWGO","","1.0","58d8c639-4b2d-4730-a340-bc36eee7604f"
"247","Wynne, Marcus","Air Marshals","","mobi-asin:B004YKYJFE,goodreads:11331773,barnesnoble:w/air-marshals-marcus-wynne/1101222031,google:F1ZxBwAAQBAJ","","1.0","e3bbd827-3e04-44ee-8111-b034b8d96cc9"
"248","Army, Department Of The & Defense, The U S Department Of","Special Operations Forces Medical Handbook","9781616082789","mobi-asin:B005WKM66E,google:GFYhY49DzQkC,isbn:9781616082789","","1.0","48fb78e9-fdd1-42f6-be56-fe76db802a05"
"250","Vonhof, John","Fixing Your Feet: Prevention and Treatments for Athletes","9780899973548","goodreads:3192985,mobi-asin:B004K6MDZU,barnesnoble:w/fixing-your-feet-john-vonhof/1100343121,isbn:9780899973548,amazon:0899976387","","1.0","4c55638b-bbc8-4a41-b05a-176bf4276978"
"251","Burton, Fred","Ghost: Confessions of a Counterterrorism Agent","9780345494252","amazon:0345494253,goodreads:6416053,mobi-asin:B00139VURE,google:nYA8zwB0bt0C,barnesnoble:w/ghost-fred-burton/1100396054,isbn:9780345494252","","1.0","d1be8b71-5c64-4a4f-8333-e05a8dccca4e"
"252","Kaplan, Fred","The Insurgents: David Petraeus and the Plot to Change the American Way of War","9781451642650","google:wHF1AgAAQBAJ,isbn:9781451642650","","1.0","02a7ed59-d0f3-4739-a437-677d72275494"
"254","Soufan, Ali & Freedman, Daniel","The Black Banners: The Inside Story of 9/11 and the War Against Al-Qaeda","9780393079425","isbn:9780393079425,google:DEeIeiV0nnIC,amazon:0393079422,barnesnoble:w/the-black-banners-ali-soufan/1126025818,goodreads:10954987","","1.0","52c85338-b97b-48f4-bbe4-6ac69196b830"
"256","Manaugh, Geoff","A Burglar's Guide to the City","9780374710286","isbn:9780374710286,google:QSSNBwAAQBAJ,mobi-asin:B00V35U0TM","","1.0","8538b2c0-d94a-4ebf-a16a-09855ee2629f"
"257","Luna, J. J.","How to Be Invisible: A Step-By-Step Guide to Protecting Your Assets, Your Identity, and Your Life","9780312252502","mobi-asin:B0065QZVB6,google:hNdDvgAACAAJ,amazon:1250010454,isbn:9780312252502,goodreads:462266,barnesnoble:w/how-to-be-invisible-jj-luna/1100060499","","1.0","5d39fe9a-7a2d-4ba0-96d0-db0dbc7f4c4d"
"258","Quinn, Daniel","Ishmael","9780340717103","mobi-asin:B000SEFH6A,google:IlRIPgAACAAJ,isbn:9780340717103,goodreads:1054617","Ishmael","1.0","b0c6b80a-9ada-424e-a06a-a1c5b1c64546"
"259","Quinn, Daniel","My Ishmael","9780553106367","google:JSJcAAAAMAAJ,mobi-asin:B002PXFYHY,isbn:9780553106367,barnesnoble:w/my-ishmael-daniel-quinn/1100619995,goodreads:227209","Ishmael","3.0","a72ef6ec-d16b-47a0-8e1a-8c6509e30b0c"
"260","Quinn, Daniel","The Story of B: An Adventure of the Mind and Spirit","9780553100532","goodreads:1198383,barnesnoble:w/story-of-b-daniel-quinn/1100619815,mobi-asin:B00338075Y,isbn:9780553100532,google:OljRVSNjI_wC","Ishmael","2.0","4e93560f-2a11-462e-b120-31acf4bfedb2"
"261","Williamson, Jed","Accidents in North American Mountaineering 2014","1933056851","isbn:1933056851,goodreads:21972320","Accidents in North American Mountaineering","67.0","d7165e12-ce61-4406-a04e-0f9c978d8f6f"
"262","MacDonald, Dougald","Accidents in North American Mountaineering 2015","9781933056890","barnesnoble:w/accident-in-north-american-mountaineering-2015-dougald-macdonald/1121490951,google:3Cn5rQEACAAJ,isbn:9781933056890,goodreads:26192707","Accidents in North American Mountaineering","68.0","c754ad61-82f1-4925-8d8f-5fda20c3b775"
"263","Abram, David","The Spell of the Sensuous: Perception and Language in a More-Than-Human World","9780307830555","google:-aVDf4-42tAC,isbn:9780307830555,mobi-asin:B009FKTKUW","","1.0","30239137-1044-402a-b0ae-89faa4b5d13f"
"264","Bey, Hakim","T.A.Z.: The Temporary Autonomous Zone, Ontological Anarchy, Poetic Terrorism","9781570271519","google:6nRhsgf8FU0C,isbn:9781570271519","","1.0","f9931b3e-917e-41a7-99b5-99cda2e088e0"
"265","MacDonald, Dougald","The American Alpine Journal 2015: The World's Most Significant Climbs","1933056878","isbn:1933056878,goodreads:26870664,amazon:1933056878","American Alpine Journal","89.0","c4feaeb4-5f13-4f1b-80e7-e29e9b8f0327"
"266","Grey, Stephen","The New Spymasters: Inside the Modern World of Espionage From the Cold War to Global Terror","9780312379223","google:EHXhBQAAQBAJ,isbn:9780312379223,goodreads:23941377,barnesnoble:w/the-new-spymasters-stephen-grey/1121443269,amazon:0312379226","","1.0","1e798832-e49e-46e8-910e-c4a85e405d47"
"268","Williams, Walter Jon","Hardwired","9781597800624","google:3bArAAAACAAJ,isbn:9781597800624","Hardwired","1.0","d623c9f1-301e-4490-80cf-93190f40fbae"
"269","Smuggler & XYZ","The Second Realm: Crypto-Anarchy, Tradecraft, TAZ and Counterculture","","","","1.0","bcc5402d-decf-49bf-89a5-18a248d0955d"
"270","Anonymous","A Lodging of Wayfaring Men","","","","1.0","3187845e-6829-46de-8db1-a7ec9bc2547d"
"271","Glubb, Sir John Bagot","The Fate of Empires and Search for Survival","9780851581279","google:0OQpAAAACAAJ,isbn:9780851581279","","1.0","afcacef3-7b70-46e8-a9af-3851830feb93"
"272","Ludlow, Peter","Crypto Anarchy, Cyberstates, and Pirate Utopias","9780262122382","google:PGcazfru0R8C,isbn:9780262122382,barnesnoble:w/books/1100658062,goodreads:1860521","","1.0","11ba11a5-b945-4dd5-8a7a-3a4c9005447a"
"273","Carré, John le","Tinker Tailor Soldier Spy","9780143120933","barnesnoble:w/tinker-tailor-soldier-spy-john-le-carr/1100258843,goodreads:11821566,google:6Zm_ngEACAAJ,amazon:B0042PA6BC,isbn:9780143120933,mobi-asin:15a74f08-bb9a-43a7-8ee1-11ee21495eda","George Smiley","5.0","5340f82e-5fba-4ad8-b8a0-cae7837e3f5f"
"274","Kennan, George","Tent Life in Siberia","9780898755985","amazon:0898755980,goodreads:2424215,isbn:9780898755985,barnesnoble:w/tent-life-in-siberia-george-kennan/1100229232","","1.0","a23670f8-fed5-40c6-a266-1da61da9aada"
"275","Stevenson, Robert Louis","Treasure Island","9781402713187","isbn:9781402713187,google:NTGDz-HBRBYC","","1.0","d0dd1fa2-cef9-461c-8eb2-e3202bd5215f"
"276","Stoker, Bram","Dracula","9780553898538","isbn:9780553898538,amazon:1607105519,google:9vgrEwY3UBwC","","1.0","2eda9f40-3e9c-4eb3-b423-e5f12e2a538c"
"277","Yoshikawa, Eiji & Terry, Charles S.","Musashi","9781568364278","goodreads:15893429,barnesnoble:w/musashi-an-epic-novel-of-the-samurai-era-eiji-yoshikawa/1003251381,isbn:9781568364278,amazon:156836427X,google:Q-3wLgEACAAJ","Musashi Complete","1.0","f1abb568-c54b-435e-b725-cfaf018a1218"
"280","Highsmith, Patricia","Strangers on a Train","9780393321982","isbn:9780393321982,barnesnoble:w/strangers-on-a-train-patricia-highsmith/1122983473,google:qbkfHZEygt4C,goodreads:15677,amazon:B007Q6XIVO","","1.0","fcda37ab-b25b-421b-b211-29af558f7d13"
"281","Highsmith, Patricia","The Talented Mr. Ripley","9780393332148","google:DO-7KCY6APMC,isbn:9780393332148","","1.0","5026e7b0-c2e2-4286-af3e-f70e982cf77b"
"282","Kennedy, Sean","Immersion 2086","9781682225448","barnesnoble:w/immersion-sean-kennedy/1123121022,isbn:9781682225448,goodreads:27971562,mobi-asin:B019229ZI4,amazon:1682225445","","1.0","18acdacf-d4a1-4b3b-90f7-0976d0e30880"
"284","Peper, Eliot","Cumulus","9781532707193","goodreads:29908112,barnesnoble:w/cumulus-eliot-peper/1123730718,mobi-asin:B01E4L5L6S,isbn:9781532707193,amazon:B01E4L5L6S","","1.0","0a16d262-383e-4f9e-a292-444489a76738"
"285","Sterling, Bruce","Islands in the Net","9781497686519","google:2-rpAAAAMAAJ,mobi-asin:1c547975-5a1c-4ec0-9327-e3513babf6d0,barnesnoble:w/islands-in-the-net-bruce-sterling/1000654395,amazon:B00PDDKVXK,goodreads:23514977,isbn:9781497686519","","1.0","fb66152e-ebdf-48da-9cea-4c4b06531320"
"286","Simon, Ted","Jupiter's Travels","9780140054101","mobi-asin:B002RI92RU,isbn:9780140054101,barnesnoble:w/jupiters-travels-ted-simon/1100086352,goodreads:820934,google:flPTbaplSLMC","","1.0","8d4d212b-2c12-4dd5-948c-0e12dde67293"
"287","Moore, Alan & Bolland, Brian","Batman: The Killing Joke","9781401216672","isbn:9781401216672,google:l0UTIQAACAAJ,barnesnoble:w/batman-alan-moore/1000193854,goodreads:2233549","Accidents in North American Mountaineering","72.0","109be96a-aceb-4da3-a146-0afc527761d2"
"288","Otomo, Katsuhiro","Akira, Vol. 1","9781569714980","goodreads:93371,isbn:9781569714980","Akira: 6 Volumes","1.0","76f6d03f-c1ce-40fd-8ce0-4dfb10b96ebf"
"289","Whedon, Joss & Mathews, Brett","Serenity: Those Left Behind #2","","goodreads:27261280","Serenity: Those Left Behind","2.0","6f255d21-6b2b-415c-ae78-329b69952adf"
"290","Whedon, Zack","Serenity: Downtime","","goodreads:13624757","Serenity","4.0","0599bf31-b86f-40ab-b7b4-ed05657e1519"
"291","Whedon, Joss & Whedon, Zack & Morris, Chris Samnee; Dave Stewart; Steve","The Shepherd's Tale","9781595825612","goodreads:8596384,barnesnoble:w/serenity-joss-whedon/1112690308,isbn:9781595825612,google:JEEIyQEACAAJ,amazon:1595825614","Serenity","3.0","562c3fe8-d309-4cc7-a1a2-8ffd88a567be"
"292","Oswalt, Patton","Serenity: Float Out","","google:Ny-jCgAAQBAJ,goodreads:9776380","Serenity","5.0","91e9de38-11c7-45ff-ab76-07fd781c1c2b"
"293","Krueger, Jim","Serenity: The Other Half","","goodreads:11381977","Serenity","2.0","4ef297de-9dbd-4850-83b3-4172b541da17"
"294","Whedon, Joss & Matthews, Brett","Serenity: Those Left Behind #1","","goodreads:26904579","Serenity: Those Left Behind","1.0","cb9f029f-cd6d-4856-bd35-a7334d101555"
"295","Whedon, Joss & Matthews, Brett","Serenity: Better Days #3","","goodreads:19433017","Serenity: Better Days","3.0","a7340145-7873-4c31-9a76-17c4df6c43ee"
"296","Whedon, Joss & Matthews, Brett","Serenity: Better Days #1","","goodreads:20769393","Serenity: Better Days","1.0","d25c57c9-96eb-4f0c-974a-9b011749b4df"
"297","Whedon, Joss & Matthews, Brett","Serenity: Better Days #2","","goodreads:20769390","Serenity: Better Days","2.0","197edddc-d1fd-4cb3-a631-360f667453fc"
"298","Whedon, Joss & Matthews, Brett","Serenity: Those Left Behind #3","","goodreads:27261356","Serenity: Those Left Behind","3.0","e3a13d60-7f35-405f-8b3f-35c33339b128"
"299","Otomo, Katsuhiro & tomo & Sivasubramanian, Kumar","Akira Club","9781593077419","goodreads:93390,barnesnoble:w/akira-club-katsuhiro-otomo/1008168650,google:pxAwAAAACAAJ,isbn:9781593077419","","1.0","8bd414f4-7c41-48ad-b4d0-a4455d9cdfb5"
